25 25
-0.128574	0.039307	0.087197	-0.024752	0.165927	0.143346	-0.352327	0.111781	-0.109471	-0.292903	0.009943	-0.228291	-0.350123	0.063720	0.293005	-0.024603	-0.131649	-0.342006	-0.191050	0.248193	-0.154603	0.369584	-0.161947	-0.081116	-0.014195	
-0.275392	-0.205922	-0.019804	-0.392154	-0.060455	-0.177008	-0.133793	0.181701	-0.041385	0.003398	-0.279848	0.057698	0.026151	-0.115949	0.157949	-0.093865	0.301968	0.105277	-0.072354	-0.272931	0.078051	0.186841	0.296063	-0.371645	-0.248298	
-0.046771	0.127025	-0.144698	0.513736	-0.129400	-0.406060	-0.242444	-0.427022	-0.060505	0.033902	-0.050893	-0.066649	-0.151055	0.079992	0.049747	-0.099064	-0.128333	-0.125562	0.049373	-0.266019	0.036450	0.093045	0.311323	-0.090757	0.011312	
0.071896	0.296003	-0.293228	-0.364411	0.002000	-0.274909	-0.038606	0.087727	-0.192205	-0.277921	-0.073353	0.075487	0.094836	0.219189	-0.133361	-0.122261	-0.276501	-0.047374	-0.315588	0.028524	-0.031738	-0.335472	0.050229	-0.144369	0.269475	
0.010547	-0.128983	0.199234	-0.166733	-0.187517	0.249728	-0.339298	-0.072049	0.170987	0.180648	-0.264089	-0.004822	-0.452002	0.065989	-0.479740	-0.131569	-0.185597	0.115255	-0.071160	-0.166606	0.062811	-0.090524	-0.054223	0.056552	0.106438	
-0.018386	-0.061489	0.167130	0.310412	0.057443	-0.105329	-0.135395	0.430374	0.095924	-0.197982	-0.325488	0.148416	0.062474	-0.215002	0.059862	-0.310375	0.048565	-0.167829	0.130350	0.183179	0.327386	-0.214431	0.121019	0.202289	0.193476	
0.373609	-0.270670	0.176380	-0.151474	-0.033856	-0.320602	-0.005655	0.009385	0.122237	0.095731	0.071082	0.004661	0.182512	0.143345	0.168770	-0.129544	-0.048013	-0.106912	-0.320627	-0.287796	0.135390	0.324915	-0.188871	0.352234	0.133187	
-0.000212	0.286833	0.160184	-0.100454	0.024212	-0.098214	-0.129829	-0.129661	-0.114129	-0.256375	0.088147	-0.128170	-0.208173	0.040541	0.230481	0.151477	0.095271	0.486144	0.024804	-0.025533	0.522177	-0.117173	-0.134549	0.197366	-0.154743	
0.297115	-0.074743	0.023365	0.223177	0.233287	0.053583	-0.209204	0.227817	-0.357108	0.002718	-0.080710	-0.075611	0.077636	0.070557	0.062302	-0.180084	0.013256	0.470962	0.191314	-0.234237	-0.334483	0.026889	-0.174214	-0.176645	0.167734	
0.050951	0.071370	0.010269	-0.275728	-0.111501	-0.257634	-0.041955	-0.218430	-0.041705	-0.200484	-0.229188	-0.020929	0.055680	-0.015493	-0.227020	0.102472	0.226384	-0.068649	0.548613	0.192620	-0.078616	0.334412	-0.140963	0.075975	0.299878	
0.272623	0.137591	0.148456	-0.038233	-0.160016	-0.151124	-0.052323	0.040173	0.292566	0.182600	0.017272	-0.440177	0.109468	0.207354	-0.007597	-0.329046	0.078156	0.144000	0.001843	0.456880	-0.076789	-0.029287	0.165530	-0.173667	-0.232911	
-0.066128	-0.231688	-0.046712	-0.098354	-0.342147	-0.055012	-0.187033	-0.135391	-0.304746	0.062752	-0.149426	-0.054972	0.259391	-0.259931	0.151526	-0.060735	-0.427730	-0.030908	0.139350	0.128746	-0.061511	-0.179287	-0.260189	0.137392	-0.361428	
0.277564	0.279959	-0.094167	-0.109745	-0.251019	0.178493	-0.089720	0.337847	0.090191	-0.077043	0.103977	-0.385718	0.043011	-0.258280	0.029051	0.231384	-0.111112	-0.197748	0.206688	-0.392923	-0.005012	0.006616	0.232430	0.085290	0.009087	
0.194898	0.033985	0.113342	-0.145993	-0.050548	0.271633	-0.387146	-0.331481	0.214912	-0.094854	0.104440	0.323889	0.148745	0.090463	0.367705	-0.071979	0.253262	-0.165978	0.106358	-0.074308	-0.145707	-0.325763	0.038245	-0.076994	0.075087	
-0.206106	0.093640	0.300558	-0.191152	0.281724	-0.141094	-0.187267	0.143848	-0.101425	0.154777	0.251372	0.207360	0.051804	0.206362	-0.065986	0.031946	-0.256039	0.034257	0.246142	0.023208	-0.192254	0.046766	0.415079	0.344331	-0.133831	
-0.234165	0.063850	0.040349	0.146244	-0.210239	0.133794	-0.328121	-0.048747	0.050112	-0.237134	0.254654	0.011422	0.440279	-0.236113	-0.288417	-0.019205	0.076745	0.265493	-0.332343	0.083259	-0.044932	0.250987	0.081888	0.066131	0.138601	
0.027431	-0.579708	-0.411241	-0.040873	0.127220	-0.077916	-0.190469	0.057557	0.223662	-0.227756	0.396386	-0.115291	-0.075080	0.104941	-0.086214	0.034817	-0.103855	0.073863	0.238193	0.075563	0.191956	-0.081785	0.059879	-0.081361	0.022683	
0.409962	0.089819	0.089378	-0.016578	0.270528	0.004193	-0.206292	-0.050342	-0.137395	0.217800	0.046744	0.243266	0.108130	-0.245739	-0.187973	0.205408	-0.161872	-0.126073	-0.019793	0.170800	0.383019	0.174161	0.023490	-0.401474	-0.097946	
-0.151136	0.078685	-0.364293	-0.082781	0.241791	-0.092459	-0.321891	0.002357	0.063600	0.548068	-0.114266	-0.205064	0.021486	-0.182106	0.162138	0.177891	0.178472	0.051141	-0.118824	0.139591	-0.015533	-0.109831	-0.053509	0.228090	0.272799	
-0.120671	0.182477	0.078204	-0.005612	0.101345	-0.344731	-0.118185	0.117471	0.072833	0.032159	0.363456	0.009319	-0.113469	-0.243759	-0.266180	-0.233673	0.241156	-0.210349	0.049689	-0.201532	-0.120509	-0.186418	-0.446833	-0.075174	-0.229714	
-0.024602	-0.096797	0.308122	0.113842	-0.056660	-0.357527	-0.044979	0.112100	0.372440	-0.105882	-0.129607	0.051569	-0.030259	-0.080609	0.097493	0.568516	-0.186032	0.150380	-0.092035	0.033992	-0.275275	-0.163415	-0.089892	-0.208879	0.077153	
0.361042	-0.220463	-0.022553	0.032280	0.048222	-0.093959	-0.047128	-0.074712	-0.293506	-0.193425	-0.075650	-0.028803	-0.201141	-0.152033	-0.208610	0.188859	0.362382	-0.062251	-0.256979	0.132221	-0.242515	-0.171212	0.271244	0.293445	-0.247268	
0.156666	0.112357	-0.253557	0.013802	-0.458300	-0.091390	-0.015668	0.255931	-0.005099	0.142195	0.213766	0.483392	-0.370317	-0.100387	0.179932	-0.061007	0.006903	0.190824	0.016694	0.207020	-0.098294	0.196742	0.004639	0.044802	0.036041	
-0.127490	-0.192237	0.314019	0.031887	-0.352812	-0.042938	-0.032875	0.124649	-0.447717	0.215535	0.282096	-0.159473	-0.009772	0.207053	0.009161	0.162720	0.199913	-0.180993	0.000367	0.069928	0.164174	-0.187931	0.029905	-0.183103	0.329361	
-0.018717	0.097498	-0.218770	0.198491	-0.122702	0.053663	-0.247905	0.267673	0.029303	0.021439	-0.203532	0.137739	0.204681	0.565451	-0.161817	0.280574	0.170342	-0.119691	0.013699	-0.038794	0.089717	0.055161	-0.215130	0.078595	-0.339127	

